item_id,model_generation,model,condition,language_pair,task_family,ftga,rtt,unresolved,first_turn_tokens,total_input_tokens,total_output_tokens,total_tokens_until_stop,extra_tokens_after_first,token_tax
hi_en_SB_002,GPT-5.x family,gpt-5.5,baseline,hi-en,output_language_inference,1,0,0,155,36,119,155,0,1.0
hi_en_SB_002,GPT-5.x family,gpt-5.5,contract,hi-en,output_language_inference,1,0,0,301,193,108,301,0,1.0
hi_en_SB_003,GPT-5.x family,gpt-5.5,baseline,hi-en,output_language_inference,1,0,0,78,36,42,78,0,1.0
hi_en_SB_003,GPT-5.x family,gpt-5.5,contract,hi-en,output_language_inference,1,0,0,243,193,50,243,0,1.0
hi_en_SB_004,GPT-5.x family,gpt-5.5,baseline,hi-en,output_language_inference,1,0,0,88,37,51,88,0,1.0
hi_en_SB_004,GPT-5.x family,gpt-5.5,contract,hi-en,output_language_inference,1,0,0,249,194,55,249,0,1.0
hi_en_SB_005,GPT-5.x family,gpt-5.5,baseline,hi-en,output_language_inference,1,0,0,78,38,40,78,0,1.0
hi_en_SB_005,GPT-5.x family,gpt-5.5,contract,hi-en,output_language_inference,1,0,0,272,195,77,272,0,1.0
hi_en_SB_006,GPT-5.x family,gpt-5.5,baseline,hi-en,output_language_inference,1,0,0,70,34,36,70,0,1.0
hi_en_SB_006,GPT-5.x family,gpt-5.5,contract,hi-en,output_language_inference,1,0,0,232,191,41,232,0,1.0
hi_en_SB_007,GPT-5.x family,gpt-5.5,baseline,hi-en,output_language_inference,1,0,0,97,34,63,97,0,1.0
hi_en_SB_007,GPT-5.x family,gpt-5.5,contract,hi-en,output_language_inference,1,0,0,241,191,50,241,0,1.0
hi_en_SB_008,GPT-5.x family,gpt-5.5,baseline,hi-en,output_language_inference,1,0,0,70,35,35,70,0,1.0
hi_en_SB_008,GPT-5.x family,gpt-5.5,contract,hi-en,output_language_inference,1,0,0,253,192,61,253,0,1.0
hi_en_SB_009,GPT-5.x family,gpt-5.5,baseline,hi-en,output_language_inference,1,0,0,94,36,58,94,0,1.0
hi_en_SB_009,GPT-5.x family,gpt-5.5,contract,hi-en,output_language_inference,1,0,0,274,193,81,274,0,1.0
hi_en_SB_010,GPT-5.x family,gpt-5.5,baseline,hi-en,output_language_inference,1,0,0,63,36,27,63,0,1.0
hi_en_SB_010,GPT-5.x family,gpt-5.5,contract,hi-en,output_language_inference,1,0,0,237,193,44,237,0,1.0
hi_en_SC_001,GPT-5.x family,gpt-5.5,baseline,hi-en,quote_preservation,1,0,0,154,48,106,154,0,1.0
hi_en_SC_001,GPT-5.x family,gpt-5.5,contract,hi-en,quote_preservation,1,0,0,296,205,91,296,0,1.0
hi_en_SC_002,GPT-5.x family,gpt-5.5,baseline,hi-en,quote_preservation,1,0,0,180,48,132,180,0,1.0
hi_en_SC_002,GPT-5.x family,gpt-5.5,contract,hi-en,quote_preservation,1,0,0,309,205,104,309,0,1.0
hi_en_SC_003,GPT-5.x family,gpt-5.5,baseline,hi-en,quote_preservation,1,0,0,123,48,75,123,0,1.0
hi_en_SC_003,GPT-5.x family,gpt-5.5,contract,hi-en,quote_preservation,1,0,0,275,205,70,275,0,1.0
hi_en_SC_004,GPT-5.x family,gpt-5.5,baseline,hi-en,quote_preservation,1,0,0,135,48,87,135,0,1.0
hi_en_SC_004,GPT-5.x family,gpt-5.5,contract,hi-en,quote_preservation,1,0,0,293,205,88,293,0,1.0
hi_en_SC_005,GPT-5.x family,gpt-5.5,baseline,hi-en,quote_preservation,1,0,0,152,48,104,152,0,1.0
hi_en_SC_005,GPT-5.x family,gpt-5.5,contract,hi-en,quote_preservation,1,0,0,298,205,93,298,0,1.0
hi_en_SC_006,GPT-5.x family,gpt-5.5,baseline,hi-en,quote_preservation,1,0,0,144,49,95,144,0,1.0
hi_en_SC_006,GPT-5.x family,gpt-5.5,contract,hi-en,quote_preservation,1,0,0,315,206,109,315,0,1.0
hi_en_SC_007,GPT-5.x family,gpt-5.5,baseline,hi-en,quote_preservation,1,0,0,143,48,95,143,0,1.0
hi_en_SC_007,GPT-5.x family,gpt-5.5,contract,hi-en,quote_preservation,1,0,0,308,205,103,308,0,1.0
hi_en_SC_008,GPT-5.x family,gpt-5.5,baseline,hi-en,quote_preservation,1,0,0,170,49,121,170,0,1.0
hi_en_SC_008,GPT-5.x family,gpt-5.5,contract,hi-en,quote_preservation,1,0,0,306,206,100,306,0,1.0
hi_en_SC_009,GPT-5.x family,gpt-5.5,baseline,hi-en,quote_preservation,1,0,0,143,48,95,143,0,1.0
hi_en_SC_009,GPT-5.x family,gpt-5.5,contract,hi-en,quote_preservation,1,0,0,283,205,78,283,0,1.0
hi_en_SC_010,GPT-5.x family,gpt-5.5,baseline,hi-en,quote_preservation,1,0,0,143,48,95,143,0,1.0
hi_en_SC_010,GPT-5.x family,gpt-5.5,contract,hi-en,quote_preservation,1,0,0,300,205,95,300,0,1.0
hi_en_SD_001,GPT-5.x family,gpt-5.5,baseline,hi-en,script_register_locale,1,0,0,111,60,51,111,0,1.0
hi_en_SD_001,GPT-5.x family,gpt-5.5,contract,hi-en,script_register_locale,1,0,0,379,217,162,379,0,1.0
hi_en_SD_002,GPT-5.x family,gpt-5.5,baseline,hi-en,script_register_locale,1,0,0,132,68,64,132,0,1.0
hi_en_SD_002,GPT-5.x family,gpt-5.5,contract,hi-en,script_register_locale,1,0,0,304,225,79,304,0,1.0
hi_en_SD_003,GPT-5.x family,gpt-5.5,baseline,hi-en,script_register_locale,1,0,0,200,62,138,200,0,1.0
hi_en_SD_003,GPT-5.x family,gpt-5.5,contract,hi-en,script_register_locale,1,0,0,406,219,187,406,0,1.0
hi_en_SD_004,GPT-5.x family,gpt-5.5,baseline,hi-en,script_register_locale,1,0,0,140,61,79,140,0,1.0
hi_en_SD_004,GPT-5.x family,gpt-5.5,contract,hi-en,script_register_locale,1,0,0,274,218,56,274,0,1.0
hi_en_SD_005,GPT-5.x family,gpt-5.5,baseline,hi-en,script_register_locale,0,3,1,117,293,166,459,342,3.923076923076923
hi_en_SD_005,GPT-5.x family,gpt-5.5,contract,hi-en,script_register_locale,1,0,0,283,219,64,283,0,1.0
hi_en_SD_006,GPT-5.x family,gpt-5.5,baseline,hi-en,script_register_locale,1,0,0,179,70,109,179,0,1.0
hi_en_SD_006,GPT-5.x family,gpt-5.5,contract,hi-en,script_register_locale,1,0,0,327,227,100,327,0,1.0
hi_en_SD_007,GPT-5.x family,gpt-5.5,baseline,hi-en,script_register_locale,1,0,0,149,65,84,149,0,1.0
hi_en_SD_007,GPT-5.x family,gpt-5.5,contract,hi-en,script_register_locale,1,0,0,291,222,69,291,0,1.0
hi_en_SD_008,GPT-5.x family,gpt-5.5,baseline,hi-en,script_register_locale,1,0,0,133,67,66,133,0,1.0
hi_en_SD_008,GPT-5.x family,gpt-5.5,contract,hi-en,script_register_locale,1,0,0,296,224,72,296,0,1.0
hi_en_SD_009,GPT-5.x family,gpt-5.5,baseline,hi-en,script_register_locale,1,0,0,124,60,64,124,0,1.0
hi_en_SD_009,GPT-5.x family,gpt-5.5,contract,hi-en,script_register_locale,1,0,0,268,217,51,268,0,1.0
hi_en_SD_010,GPT-5.x family,gpt-5.5,baseline,hi-en,script_register_locale,1,0,0,123,65,58,123,0,1.0
hi_en_SD_010,GPT-5.x family,gpt-5.5,contract,hi-en,script_register_locale,1,0,0,277,222,55,277,0,1.0
ar_en_SA_001,GPT-5.x family,gpt-5.5,baseline,ar-en,editing_preservation,0,1,0,175,206,166,372,197,2.125714285714286
ar_en_SA_001,GPT-5.x family,gpt-5.5,contract,ar-en,editing_preservation,1,0,0,276,206,70,276,0,1.0
ar_en_SA_002,GPT-5.x family,gpt-5.5,baseline,ar-en,editing_preservation,0,1,0,173,201,189,390,217,2.254335260115607
ar_en_SA_002,GPT-5.x family,gpt-5.5,contract,ar-en,editing_preservation,1,0,0,272,202,70,272,0,1.0
ar_en_SA_003,GPT-5.x family,gpt-5.5,baseline,ar-en,editing_preservation,0,1,0,147,185,138,323,176,2.197278911564626
ar_en_SA_003,GPT-5.x family,gpt-5.5,contract,ar-en,editing_preservation,1,0,0,271,205,66,271,0,1.0
ar_en_SA_004,GPT-5.x family,gpt-5.5,baseline,ar-en,editing_preservation,0,1,0,158,197,159,356,198,2.2531645569620253
ar_en_SA_004,GPT-5.x family,gpt-5.5,contract,ar-en,editing_preservation,1,0,0,293,204,89,293,0,1.0
ar_en_SA_005,GPT-5.x family,gpt-5.5,baseline,ar-en,editing_preservation,0,1,0,155,185,222,407,252,2.6258064516129034
ar_en_SA_005,GPT-5.x family,gpt-5.5,contract,ar-en,editing_preservation,1,0,0,285,203,82,285,0,1.0
ar_en_SA_006,GPT-5.x family,gpt-5.5,baseline,ar-en,editing_preservation,0,1,0,188,216,272,488,300,2.595744680851064
ar_en_SA_006,GPT-5.x family,gpt-5.5,contract,ar-en,editing_preservation,1,0,0,262,203,59,262,0,1.0
ar_en_SA_007,GPT-5.x family,gpt-5.5,baseline,ar-en,editing_preservation,0,1,0,142,172,154,326,184,2.295774647887324
ar_en_SA_007,GPT-5.x family,gpt-5.5,contract,ar-en,editing_preservation,1,0,0,281,201,80,281,0,1.0
ar_en_SA_008,GPT-5.x family,gpt-5.5,baseline,ar-en,editing_preservation,0,1,0,162,184,233,417,255,2.574074074074074
ar_en_SA_008,GPT-5.x family,gpt-5.5,contract,ar-en,editing_preservation,1,0,0,263,200,63,263,0,1.0
ar_en_SA_009,GPT-5.x family,gpt-5.5,baseline,ar-en,editing_preservation,0,1,0,156,195,158,353,197,2.2628205128205128
ar_en_SA_009,GPT-5.x family,gpt-5.5,contract,ar-en,editing_preservation,1,0,0,278,204,74,278,0,1.0
ar_en_SA_010,GPT-5.x family,gpt-5.5,baseline,ar-en,editing_preservation,0,1,0,124,160,128,288,164,2.3225806451612905
ar_en_SA_010,GPT-5.x family,gpt-5.5,contract,ar-en,editing_preservation,1,0,0,280,203,77,280,0,1.0
ar_en_SB_001,GPT-5.x family,gpt-5.5,baseline,ar-en,output_language_inference,1,0,0,112,37,75,112,0,1.0
ar_en_SB_001,GPT-5.x family,gpt-5.5,contract,ar-en,output_language_inference,1,0,0,301,194,107,301,0,1.0
ar_en_SB_002,GPT-5.x family,gpt-5.5,baseline,ar-en,output_language_inference,1,0,0,130,36,94,130,0,1.0
ar_en_SB_002,GPT-5.x family,gpt-5.5,contract,ar-en,output_language_inference,1,0,0,275,193,82,275,0,1.0
ar_en_SB_003,GPT-5.x family,gpt-5.5,baseline,ar-en,output_language_inference,1,0,0,85,36,49,85,0,1.0
ar_en_SB_003,GPT-5.x family,gpt-5.5,contract,ar-en,output_language_inference,1,0,0,249,193,56,249,0,1.0
ar_en_SB_004,GPT-5.x family,gpt-5.5,baseline,ar-en,output_language_inference,1,0,0,132,37,95,132,0,1.0
ar_en_SB_004,GPT-5.x family,gpt-5.5,contract,ar-en,output_language_inference,1,0,0,268,194,74,268,0,1.0
ar_en_SB_005,GPT-5.x family,gpt-5.5,baseline,ar-en,output_language_inference,1,0,0,85,38,47,85,0,1.0
ar_en_SB_005,GPT-5.x family,gpt-5.5,contract,ar-en,output_language_inference,1,0,0,262,195,67,262,0,1.0
ar_en_SB_006,GPT-5.x family,gpt-5.5,baseline,ar-en,output_language_inference,1,0,0,72,34,38,72,0,1.0
ar_en_SB_006,GPT-5.x family,gpt-5.5,contract,ar-en,output_language_inference,1,0,0,252,191,61,252,0,1.0
ar_en_SB_007,GPT-5.x family,gpt-5.5,baseline,ar-en,output_language_inference,1,0,0,94,34,60,94,0,1.0
ar_en_SB_007,GPT-5.x family,gpt-5.5,contract,ar-en,output_language_inference,1,0,0,260,191,69,260,0,1.0
ar_en_SB_008,GPT-5.x family,gpt-5.5,baseline,ar-en,output_language_inference,1,0,0,97,35,62,97,0,1.0
ar_en_SB_008,GPT-5.x family,gpt-5.5,contract,ar-en,output_language_inference,1,0,0,255,192,63,255,0,1.0
ar_en_SB_009,GPT-5.x family,gpt-5.5,baseline,ar-en,output_language_inference,1,0,0,85,36,49,85,0,1.0
ar_en_SB_009,GPT-5.x family,gpt-5.5,contract,ar-en,output_language_inference,1,0,0,266,193,73,266,0,1.0
ar_en_SB_010,GPT-5.x family,gpt-5.5,baseline,ar-en,output_language_inference,1,0,0,48,36,12,48,0,1.0
ar_en_SB_010,GPT-5.x family,gpt-5.5,contract,ar-en,output_language_inference,1,0,0,235,193,42,235,0,1.0
ar_en_SC_001,GPT-5.x family,gpt-5.5,baseline,ar-en,quote_preservation,1,0,0,113,52,61,113,0,1.0
ar_en_SC_001,GPT-5.x family,gpt-5.5,contract,ar-en,quote_preservation,1,0,0,249,209,40,249,0,1.0
ar_en_SC_002,GPT-5.x family,gpt-5.5,baseline,ar-en,quote_preservation,1,0,0,104,52,52,104,0,1.0
ar_en_SC_002,GPT-5.x family,gpt-5.5,contract,ar-en,quote_preservation,1,0,0,262,209,53,262,0,1.0
ar_en_SC_003,GPT-5.x family,gpt-5.5,baseline,ar-en,quote_preservation,1,0,0,107,52,55,107,0,1.0
ar_en_SC_003,GPT-5.x family,gpt-5.5,contract,ar-en,quote_preservation,1,0,0,262,209,53,262,0,1.0
ar_en_SC_004,GPT-5.x family,gpt-5.5,baseline,ar-en,quote_preservation,1,0,0,94,52,42,94,0,1.0
ar_en_SC_004,GPT-5.x family,gpt-5.5,contract,ar-en,quote_preservation,1,0,0,263,209,54,263,0,1.0
ar_en_SC_005,GPT-5.x family,gpt-5.5,baseline,ar-en,quote_preservation,1,0,0,126,52,74,126,0,1.0
ar_en_SC_005,GPT-5.x family,gpt-5.5,contract,ar-en,quote_preservation,1,0,0,248,209,39,248,0,1.0
ar_en_SC_006,GPT-5.x family,gpt-5.5,baseline,ar-en,quote_preservation,1,0,0,116,53,63,116,0,1.0
ar_en_SC_006,GPT-5.x family,gpt-5.5,contract,ar-en,quote_preservation,1,0,0,264,210,54,264,0,1.0
ar_en_SC_007,GPT-5.x family,gpt-5.5,baseline,ar-en,quote_preservation,1,0,0,132,52,80,132,0,1.0
ar_en_SC_007,GPT-5.x family,gpt-5.5,contract,ar-en,quote_preservation,1,0,0,259,209,50,259,0,1.0
ar_en_SC_008,GPT-5.x family,gpt-5.5,baseline,ar-en,quote_preservation,1,0,0,132,53,79,132,0,1.0
ar_en_SC_008,GPT-5.x family,gpt-5.5,contract,ar-en,quote_preservation,1,0,0,250,210,40,250,0,1.0
ar_en_SC_009,GPT-5.x family,gpt-5.5,baseline,ar-en,quote_preservation,1,0,0,106,52,54,106,0,1.0
ar_en_SC_009,GPT-5.x family,gpt-5.5,contract,ar-en,quote_preservation,1,0,0,251,209,42,251,0,1.0
ar_en_SC_010,GPT-5.x family,gpt-5.5,baseline,ar-en,quote_preservation,1,0,0,127,52,75,127,0,1.0
ar_en_SC_010,GPT-5.x family,gpt-5.5,contract,ar-en,quote_preservation,1,0,0,261,209,52,261,0,1.0
ar_en_SD_001,GPT-5.x family,gpt-5.5,baseline,ar-en,script_register_locale,1,0,0,117,56,61,117,0,1.0
ar_en_SD_001,GPT-5.x family,gpt-5.5,contract,ar-en,script_register_locale,1,0,0,322,213,109,322,0,1.0
ar_en_SD_002,GPT-5.x family,gpt-5.5,baseline,ar-en,script_register_locale,1,0,0,123,64,59,123,0,1.0
ar_en_SD_002,GPT-5.x family,gpt-5.5,contract,ar-en,script_register_locale,1,0,0,320,221,99,320,0,1.0
ar_en_SD_003,GPT-5.x family,gpt-5.5,baseline,ar-en,script_register_locale,1,0,0,130,58,72,130,0,1.0
ar_en_SD_003,GPT-5.x family,gpt-5.5,contract,ar-en,script_register_locale,1,0,0,302,215,87,302,0,1.0
ar_en_SD_004,GPT-5.x family,gpt-5.5,baseline,ar-en,script_register_locale,1,0,0,105,57,48,105,0,1.0
ar_en_SD_004,GPT-5.x family,gpt-5.5,contract,ar-en,script_register_locale,1,0,0,272,214,58,272,0,1.0
ar_en_SD_005,GPT-5.x family,gpt-5.5,baseline,ar-en,script_register_locale,1,0,0,107,58,49,107,0,1.0
ar_en_SD_005,GPT-5.x family,gpt-5.5,contract,ar-en,script_register_locale,1,0,0,260,215,45,260,0,1.0
ar_en_SD_006,GPT-5.x family,gpt-5.5,baseline,ar-en,script_register_locale,1,0,0,130,66,64,130,0,1.0
ar_en_SD_006,GPT-5.x family,gpt-5.5,contract,ar-en,script_register_locale,1,0,0,296,223,73,296,0,1.0
ar_en_SD_007,GPT-5.x family,gpt-5.5,baseline,ar-en,script_register_locale,1,0,0,136,61,75,136,0,1.0
ar_en_SD_007,GPT-5.x family,gpt-5.5,contract,ar-en,script_register_locale,1,0,0,283,218,65,283,0,1.0
ar_en_SD_008,GPT-5.x family,gpt-5.5,baseline,ar-en,script_register_locale,1,0,0,123,63,60,123,0,1.0
ar_en_SD_008,GPT-5.x family,gpt-5.5,contract,ar-en,script_register_locale,1,0,0,288,220,68,288,0,1.0
ar_en_SD_009,GPT-5.x family,gpt-5.5,baseline,ar-en,script_register_locale,1,0,0,106,56,50,106,0,1.0
ar_en_SD_009,GPT-5.x family,gpt-5.5,contract,ar-en,script_register_locale,1,0,0,264,213,51,264,0,1.0
ar_en_SD_010,GPT-5.x family,gpt-5.5,baseline,ar-en,script_register_locale,1,0,0,113,61,52,113,0,1.0
ar_en_SD_010,GPT-5.x family,gpt-5.5,contract,ar-en,script_register_locale,1,0,0,278,218,60,278,0,1.0
